server_name,random_intercept,model,year,group,label
Fabio Fognini,0,m_second_2021,2021,m_second,Above_2SD
Federico Delbonis,0,m_second_2021,2021,m_second,Above_2SD
Feliciano Lopez,0,m_second_2021,2021,m_second,Above_2SD
Frances Tiafoe,0,m_second_2021,2021,m_second,Above_2SD
Grigor Dimitrov,0,m_second_2021,2021,m_second,Above_2SD
Guido Pella,0,m_second_2021,2021,m_second,Above_2SD
Hubert Hurkacz,0,m_second_2021,2021,m_second,Above_2SD
Ilya Ivashka,0,m_second_2021,2021,m_second,Above_2SD
James Duckworth,0,m_second_2021,2021,m_second,Above_2SD
Jannik Sinner,0,m_second_2021,2021,m_second,Above_2SD
John Isner,0,m_second_2021,2021,m_second,Above_2SD
John Millman,0,m_second_2021,2021,m_second,Above_2SD
Jordan Thompson,0,m_second_2021,2021,m_second,Above_2SD
Karen Khachanov,0,m_second_2021,2021,m_second,Above_2SD
Kei Nishikori,0,m_second_2021,2021,m_second,Above_2SD
Kevin Anderson,0,m_second_2021,2021,m_second,Above_2SD
Lloyd Harris,0,m_second_2021,2021,m_second,Above_2SD
Lorenzo Sonego,0,m_second_2021,2021,m_second,Above_2SD
Lucas Pouille,0,m_second_2021,2021,m_second,Above_2SD
Marin Cilic,0,m_second_2021,2021,m_second,Above_2SD
Marton Fucsovics,0,m_second_2021,2021,m_second,Above_2SD
Matteo Berrettini,0,m_second_2021,2021,m_second,Above_2SD
Novak Djokovic,0,m_second_2021,2021,m_second,Above_2SD
Pedro Martinez,0,m_second_2021,2021,m_second,Above_2SD
Philipp Kohlschreiber,0,m_second_2021,2021,m_second,Above_2SD
Richard Gasquet,0,m_second_2021,2021,m_second,Above_2SD
Roberto Bautista Agut,0,m_second_2021,2021,m_second,Above_2SD
Roger Federer,0,m_second_2021,2021,m_second,Above_2SD
Salvatore Caruso,0,m_second_2021,2021,m_second,Above_2SD
Sam Querrey,0,m_second_2021,2021,m_second,Above_2SD
Sebastian Korda,0,m_second_2021,2021,m_second,Above_2SD
Stefanos Tsitsipas,0,m_second_2021,2021,m_second,Above_2SD
Taylor Fritz,0,m_second_2021,2021,m_second,Above_2SD
Tennys Sandgren,0,m_second_2021,2021,m_second,Above_2SD
Yoshihito Nishioka,0,m_second_2021,2021,m_second,Above_2SD
Jannik Sinner,0.0114515275880185,m_second_2022,2022,m_second,Above_2SD
Nick Kyrgios,-0.00943665362696949,m_second_2022,2022,m_second,Below_2SD
Andy Murray,0.101269329309608,m_second_2023,2023,m_second,Above_2SD
Daniil Medvedev,-0.0985876661062211,m_second_2023,2023,m_second,Below_2SD
Nicolas Jarry,-0.0987379066239331,m_second_2023,2023,m_second,Below_2SD
Adrian Mannarino,0,m_second_2024,2024,m_second,Above_2SD
Alejandro Tabilo,0,m_second_2024,2024,m_second,Above_2SD
Aleksandar Kovacevic,0,m_second_2024,2024,m_second,Above_2SD
Aleksandar Vukic,0,m_second_2024,2024,m_second,Above_2SD
Alex de Minaur,0,m_second_2024,2024,m_second,Above_2SD
Alexander Bublik,0,m_second_2024,2024,m_second,Above_2SD
Alexander Zverev,0,m_second_2024,2024,m_second,Above_2SD
Alexandre Muller,0,m_second_2024,2024,m_second,Above_2SD
Alexei Popyrin,0,m_second_2024,2024,m_second,Above_2SD
Arthur Fils,0,m_second_2024,2024,m_second,Above_2SD
Arthur Rinderknech,0,m_second_2024,2024,m_second,Above_2SD
Ben Shelton,0,m_second_2024,2024,m_second,Above_2SD
Borna Coric,0,m_second_2024,2024,m_second,Above_2SD
Botic van De Zandschulp,0,m_second_2024,2024,m_second,Above_2SD
Brandon Nakashima,0,m_second_2024,2024,m_second,Above_2SD
Cameron Norrie,0,m_second_2024,2024,m_second,Above_2SD
Carlos Alcaraz,0,m_second_2024,2024,m_second,Above_2SD
Casper Ruud,0,m_second_2024,2024,m_second,Above_2SD
Daniel Evans,0,m_second_2024,2024,m_second,Above_2SD
Daniil Medvedev,0,m_second_2024,2024,m_second,Above_2SD
Denis Shapovalov,0,m_second_2024,2024,m_second,Above_2SD
Dusan Lajovic,0,m_second_2024,2024,m_second,Above_2SD
Emil Ruusuvuori,0,m_second_2024,2024,m_second,Above_2SD
Fabio Fognini,0,m_second_2024,2024,m_second,Above_2SD
Facundo Diaz Acosta,0,m_second_2024,2024,m_second,Above_2SD
Frances Tiafoe,0,m_second_2024,2024,m_second,Above_2SD
Gael Monfils,0,m_second_2024,2024,m_second,Above_2SD
Grigor Dimitrov,0,m_second_2024,2024,m_second,Above_2SD
Holger Rune,0,m_second_2024,2024,m_second,Above_2SD
Jack Draper,0,m_second_2024,2024,m_second,Above_2SD
James Duckworth,0,m_second_2024,2024,m_second,Above_2SD
Jannik Sinner,0,m_second_2024,2024,m_second,Above_2SD
Jaume Munar,0,m_second_2024,2024,m_second,Above_2SD
Juncheng Shang,0,m_second_2024,2024,m_second,Above_2SD
Lorenzo Musetti,0,m_second_2024,2024,m_second,Above_2SD
Marcos Giron,0,m_second_2024,2024,m_second,Above_2SD
Marton Fucsovics,0,m_second_2024,2024,m_second,Above_2SD
Matteo Berrettini,0,m_second_2024,2024,m_second,Above_2SD
Mattia Bellucci,0,m_second_2024,2024,m_second,Above_2SD
Miomir Kecmanovic,0,m_second_2024,2024,m_second,Above_2SD
Novak Djokovic,0,m_second_2024,2024,m_second,Above_2SD
Pedro Martinez,0,m_second_2024,2024,m_second,Above_2SD
Quentin Halys,0,m_second_2024,2024,m_second,Above_2SD
Roberto Bautista Agut,0,m_second_2024,2024,m_second,Above_2SD
Roberto Carballes Baena,0,m_second_2024,2024,m_second,Above_2SD
Stan Wawrinka,0,m_second_2024,2024,m_second,Above_2SD
Stefanos Tsitsipas,0,m_second_2024,2024,m_second,Above_2SD
Taro Daniel,0,m_second_2024,2024,m_second,Above_2SD
Taylor Fritz,0,m_second_2024,2024,m_second,Above_2SD
Thiago Seyboth Wild,0,m_second_2024,2024,m_second,Above_2SD
Tommy Paul,0,m_second_2024,2024,m_second,Above_2SD
Ugo Humbert,0,m_second_2024,2024,m_second,Above_2SD
Yannick Hanfmann,0,m_second_2024,2024,m_second,Above_2SD
Anastasija Sevastova,9.16364513646182e-14,f_first_2021,2021,f_first,Above_2SD
Angelique Kerber,9.76760865126676e-14,f_first_2021,2021,f_first,Above_2SD
Emma Raducanu,1.0728974645431e-13,f_first_2021,2021,f_first,Above_2SD
Ajla Tomljanovic,0,f_first_2022,2022,f_first,Above_2SD
Alison Van Uytvanck,0,f_first_2022,2022,f_first,Above_2SD
Alize Cornet,0,f_first_2022,2022,f_first,Above_2SD
Amanda Anisimova,0,f_first_2022,2022,f_first,Above_2SD
Anett Kontaveit,0,f_first_2022,2022,f_first,Above_2SD
Angelique Kerber,0,f_first_2022,2022,f_first,Above_2SD
Anhelina Kalinina,0,f_first_2022,2022,f_first,Above_2SD
Barbora Krejcikova,0,f_first_2022,2022,f_first,Above_2SD
Beatriz Haddad Maia,0,f_first_2022,2022,f_first,Above_2SD
Belinda Bencic,0,f_first_2022,2022,f_first,Above_2SD
Bernarda Pera,0,f_first_2022,2022,f_first,Above_2SD
Bianca Andreescu,0,f_first_2022,2022,f_first,Above_2SD
Caroline Garcia,0,f_first_2022,2022,f_first,Above_2SD
Clara Burel,0,f_first_2022,2022,f_first,Above_2SD
Coco Gauff,0,f_first_2022,2022,f_first,Above_2SD
Danielle Collins,0,f_first_2022,2022,f_first,Above_2SD
Diane Parry,0,f_first_2022,2022,f_first,Above_2SD
Elena Rybakina,0,f_first_2022,2022,f_first,Above_2SD
Elise Mertens,0,f_first_2022,2022,f_first,Above_2SD
Emma Raducanu,0,f_first_2022,2022,f_first,Above_2SD
Garbine Muguruza,0,f_first_2022,2022,f_first,Above_2SD
Greet Minnen,0,f_first_2022,2022,f_first,Above_2SD
Harmony Tan,0,f_first_2022,2022,f_first,Above_2SD
Harriet Dart,0,f_first_2022,2022,f_first,Above_2SD
Heather Watson,0,f_first_2022,2022,f_first,Above_2SD
Iga Swiatek,0,f_first_2022,2022,f_first,Above_2SD
Jasmine Paolini,0,f_first_2022,2022,f_first,Above_2SD
Jelena Ostapenko,0,f_first_2022,2022,f_first,Above_2SD
Jessica Pegula,0,f_first_2022,2022,f_first,Above_2SD
Jule Niemeier,0,f_first_2022,2022,f_first,Above_2SD
Kaja Juvan,0,f_first_2022,2022,f_first,Above_2SD
Karolina Muchova,0,f_first_2022,2022,f_first,Above_2SD
Katie Boulter,0,f_first_2022,2022,f_first,Above_2SD
Lauren Davis,0,f_first_2022,2022,f_first,Above_2SD
Lesia Tsurenko,0,f_first_2022,2022,f_first,Above_2SD
Magda Linette,0,f_first_2022,2022,f_first,Above_2SD
Magdalena Frech,0,f_first_2022,2022,f_first,Above_2SD
Maria Sakkari,0,f_first_2022,2022,f_first,Above_2SD
Marie Bouzkova,0,f_first_2022,2022,f_first,Above_2SD
Ons Jabeur,0,f_first_2022,2022,f_first,Above_2SD
Paula Badosa,0,f_first_2022,2022,f_first,Above_2SD
Petra Kvitova,0,f_first_2022,2022,f_first,Above_2SD
Petra Martic,0,f_first_2022,2022,f_first,Above_2SD
Qiang Wang,0,f_first_2022,2022,f_first,Above_2SD
Qinwen Zheng,0,f_first_2022,2022,f_first,Above_2SD
Shuai Zhang,0,f_first_2022,2022,f_first,Above_2SD
Simona Halep,0,f_first_2022,2022,f_first,Above_2SD
Sorana Cirstea,0,f_first_2022,2022,f_first,Above_2SD
Tatjana Maria,0,f_first_2022,2022,f_first,Above_2SD
Viktorija Golubic,0,f_first_2022,2022,f_first,Above_2SD
Viktoriya Tomova,0,f_first_2022,2022,f_first,Above_2SD
Belinda Bencic,0.264293551616747,f_first_2023,2023,f_first,Above_2SD
Jodie Burrage,-0.192491002637983,f_first_2023,2023,f_first,Below_2SD
Marketa Vondrousova,-0.199100768270096,f_first_2023,2023,f_first,Below_2SD
Harriet Dart,0.142835334874569,f_first_2024,2024,f_first,Above_2SD
Jasmine Paolini,-0.140148722794226,f_first_2024,2024,f_first,Below_2SD
Paula Badosa,-0.144664972875717,f_first_2024,2024,f_first,Below_2SD
Fiona Ferro,-0.338124281384018,f_second_2021,2021,f_second,Below_2SD
Ajla Tomljanovic,0,f_second_2022,2022,f_second,Above_2SD
Alison Van Uytvanck,0,f_second_2022,2022,f_second,Above_2SD
Alize Cornet,0,f_second_2022,2022,f_second,Above_2SD
Amanda Anisimova,0,f_second_2022,2022,f_second,Above_2SD
Anett Kontaveit,0,f_second_2022,2022,f_second,Above_2SD
Angelique Kerber,0,f_second_2022,2022,f_second,Above_2SD
Anhelina Kalinina,0,f_second_2022,2022,f_second,Above_2SD
Barbora Krejcikova,0,f_second_2022,2022,f_second,Above_2SD
Beatriz Haddad Maia,0,f_second_2022,2022,f_second,Above_2SD
Belinda Bencic,0,f_second_2022,2022,f_second,Above_2SD
Bernarda Pera,0,f_second_2022,2022,f_second,Above_2SD
Bianca Andreescu,0,f_second_2022,2022,f_second,Above_2SD
Caroline Garcia,0,f_second_2022,2022,f_second,Above_2SD
Clara Burel,0,f_second_2022,2022,f_second,Above_2SD
Coco Gauff,0,f_second_2022,2022,f_second,Above_2SD
Danielle Collins,0,f_second_2022,2022,f_second,Above_2SD
Diane Parry,0,f_second_2022,2022,f_second,Above_2SD
Elena Rybakina,0,f_second_2022,2022,f_second,Above_2SD
Elise Mertens,0,f_second_2022,2022,f_second,Above_2SD
Emma Raducanu,0,f_second_2022,2022,f_second,Above_2SD
Garbine Muguruza,0,f_second_2022,2022,f_second,Above_2SD
Greet Minnen,0,f_second_2022,2022,f_second,Above_2SD
Harmony Tan,0,f_second_2022,2022,f_second,Above_2SD
Harriet Dart,0,f_second_2022,2022,f_second,Above_2SD
Heather Watson,0,f_second_2022,2022,f_second,Above_2SD
Iga Swiatek,0,f_second_2022,2022,f_second,Above_2SD
Jasmine Paolini,0,f_second_2022,2022,f_second,Above_2SD
Jelena Ostapenko,0,f_second_2022,2022,f_second,Above_2SD
Jessica Pegula,0,f_second_2022,2022,f_second,Above_2SD
Jule Niemeier,0,f_second_2022,2022,f_second,Above_2SD
Kaja Juvan,0,f_second_2022,2022,f_second,Above_2SD
Katie Boulter,0,f_second_2022,2022,f_second,Above_2SD
Lauren Davis,0,f_second_2022,2022,f_second,Above_2SD
Lesia Tsurenko,0,f_second_2022,2022,f_second,Above_2SD
Magda Linette,0,f_second_2022,2022,f_second,Above_2SD
Magdalena Frech,0,f_second_2022,2022,f_second,Above_2SD
Maria Sakkari,0,f_second_2022,2022,f_second,Above_2SD
Marie Bouzkova,0,f_second_2022,2022,f_second,Above_2SD
Ons Jabeur,0,f_second_2022,2022,f_second,Above_2SD
Paula Badosa,0,f_second_2022,2022,f_second,Above_2SD
Petra Kvitova,0,f_second_2022,2022,f_second,Above_2SD
Petra Martic,0,f_second_2022,2022,f_second,Above_2SD
Qiang Wang,0,f_second_2022,2022,f_second,Above_2SD
Qinwen Zheng,0,f_second_2022,2022,f_second,Above_2SD
Shuai Zhang,0,f_second_2022,2022,f_second,Above_2SD
Simona Halep,0,f_second_2022,2022,f_second,Above_2SD
Sorana Cirstea,0,f_second_2022,2022,f_second,Above_2SD
Tatjana Maria,0,f_second_2022,2022,f_second,Above_2SD
Viktorija Golubic,0,f_second_2022,2022,f_second,Above_2SD
Viktoriya Tomova,0,f_second_2022,2022,f_second,Above_2SD
Jessica Pegula,2.5887557789419e-13,f_second_2023,2023,f_second,Above_2SD
Madison Keys,-2.7172830594244e-13,f_second_2023,2023,f_second,Below_2SD
Marie Bouzkova,3.53865455692973e-13,f_second_2023,2023,f_second,Above_2SD
Ajla Tomljanovic,0,f_second_2024,2024,f_second,Above_2SD
Anastasia Pavlyuchenkova,0,f_second_2024,2024,f_second,Above_2SD
Anna Kalinskaya,0,f_second_2024,2024,f_second,Above_2SD
Arantxa Rus,0,f_second_2024,2024,f_second,Above_2SD
Ashlyn Krueger,0,f_second_2024,2024,f_second,Above_2SD
Barbora Krejcikova,0,f_second_2024,2024,f_second,Above_2SD
Beatriz Haddad Maia,0,f_second_2024,2024,f_second,Above_2SD
Bernarda Pera,0,f_second_2024,2024,f_second,Above_2SD
Bianca Andreescu,0,f_second_2024,2024,f_second,Above_2SD
Brenda Fruhvirtova,0,f_second_2024,2024,f_second,Above_2SD
Caroline Dolehide,0,f_second_2024,2024,f_second,Above_2SD
Caroline Wozniacki,0,f_second_2024,2024,f_second,Above_2SD
Coco Gauff,0,f_second_2024,2024,f_second,Above_2SD
Dalma Galfi,0,f_second_2024,2024,f_second,Above_2SD
Danielle Collins,0,f_second_2024,2024,f_second,Above_2SD
Daria Kasatkina,0,f_second_2024,2024,f_second,Above_2SD
Dayana Yastremska,0,f_second_2024,2024,f_second,Above_2SD
Diana Shnaider,0,f_second_2024,2024,f_second,Above_2SD
Diane Parry,0,f_second_2024,2024,f_second,Above_2SD
Donna Vekic,0,f_second_2024,2024,f_second,Above_2SD
Elena Rybakina,0,f_second_2024,2024,f_second,Above_2SD
Elina Avanesyan,0,f_second_2024,2024,f_second,Above_2SD
Elina Svitolina,0,f_second_2024,2024,f_second,Above_2SD
Elise Mertens,0,f_second_2024,2024,f_second,Above_2SD
Emma Navarro,0,f_second_2024,2024,f_second,Above_2SD
Emma Raducanu,0,f_second_2024,2024,f_second,Above_2SD
Greet Minnen,0,f_second_2024,2024,f_second,Above_2SD
Harriet Dart,0,f_second_2024,2024,f_second,Above_2SD
Iga Swiatek,0,f_second_2024,2024,f_second,Above_2SD
Jaqueline Cristian,0,f_second_2024,2024,f_second,Above_2SD
Jasmine Paolini,0,f_second_2024,2024,f_second,Above_2SD
Jelena Ostapenko,0,f_second_2024,2024,f_second,Above_2SD
Jessica Bouzas Maneiro,0,f_second_2024,2024,f_second,Above_2SD
Jessica Pegula,0,f_second_2024,2024,f_second,Above_2SD
Katie Boulter,0,f_second_2024,2024,f_second,Above_2SD
Laura Siegemund,0,f_second_2024,2024,f_second,Above_2SD
Lin Zhu,0,f_second_2024,2024,f_second,Above_2SD
Linda Noskova,0,f_second_2024,2024,f_second,Above_2SD
Liudmila Samsonova,0,f_second_2024,2024,f_second,Above_2SD
Lulu Sun,0,f_second_2024,2024,f_second,Above_2SD
Madison Keys,0,f_second_2024,2024,f_second,Above_2SD
Maria Sakkari,0,f_second_2024,2024,f_second,Above_2SD
Marketa Vondrousova,0,f_second_2024,2024,f_second,Above_2SD
Martina Trevisan,0,f_second_2024,2024,f_second,Above_2SD
McCartney Kessler,0,f_second_2024,2024,f_second,Above_2SD
Mirra Andreeva,0,f_second_2024,2024,f_second,Above_2SD
Naomi Osaka,0,f_second_2024,2024,f_second,Above_2SD
Ons Jabeur,0,f_second_2024,2024,f_second,Above_2SD
Paula Badosa,0,f_second_2024,2024,f_second,Above_2SD
Petra Martic,0,f_second_2024,2024,f_second,Above_2SD
Qinwen Zheng,0,f_second_2024,2024,f_second,Above_2SD
Renata Zarazua,0,f_second_2024,2024,f_second,Above_2SD
Robin Montgomery,0,f_second_2024,2024,f_second,Above_2SD
Sara Sorribes Tormo,0,f_second_2024,2024,f_second,Above_2SD
Sofia Kenin,0,f_second_2024,2024,f_second,Above_2SD
Tatjana Maria,0,f_second_2024,2024,f_second,Above_2SD
Yafan Wang,0,f_second_2024,2024,f_second,Above_2SD
Yulia Putintseva,0,f_second_2024,2024,f_second,Above_2SD
